make,model,year,fuel,hp,cylinders,transmission,drive,doors,size,style,highway_mpg,city_mpg,popularity,price
Subaru,Forester,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32,24,640,25095
Hyundai,Entourage,2007,regular unleaded,242.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,16,1439,23895
Buick,Terraza,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,16,155,29750
Oldsmobile,Cutlass Ciera,1992,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,19,26,2000
Infiniti,G Sedan,2011,premium unleaded (recommended),218.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,20,190,32000
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,32085
Toyota,Prius v,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,40,44,2031,29695
Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,13,2031,48685
Lincoln,Continental,2017,premium unleaded (recommended),253.21666853869482,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,25,17,61,55915
BMW,4 Series Gran Coupe,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,20,3916,47800
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,19,14,1385,3265
Hyundai,Azera,2017,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,19,1439,39300
Volkswagen,Golf R,2017,premium unleaded (recommended),292.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,31,22,873,39375
Volvo,V60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,37,25,870,35750
Hyundai,Santa Fe Sport,2016,regular unleaded,265.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,1439,33000
Honda,Pilot,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,18,2202,38255
Maserati,Ghibli,2016,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,24,16,238,78550
Hyundai,Genesis,2015,regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,29,18,1439,38000
Chevrolet,Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15,1385,79000
Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,17,5657,38215
Nissan,NX,1991,regular unleaded,110.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,35,24,2009,2000
Toyota,Venza,2013,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,26,19,2031,29670
Chevrolet,Prizm,2001,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,27,1385,14155
Volkswagen,Golf,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,43,31,873,29495
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,1385,37680
Chevrolet,Camaro,2017,premium unleaded (recommended),275.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,31,22,1385,26600
Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,31485
Chevrolet,Aveo,2009,regular unleaded,107.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,27,1385,15365
Infiniti,QX60,2015,premium unleaded (recommended),230.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,28,25,190,46800
Nissan,Altima,2017,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39,27,2009,22900
Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,13,2031,65080
Chevrolet,Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35,25,1385,16460
Nissan,Armada,2015,regular unleaded,317.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,13,2009,49880
Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,31,21,376,30330
Subaru,WRX,2015,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,25,19,640,31195
Dodge,Caliber,2011,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,24,1851,17380
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,873,37890
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,1385,31625
Subaru,XV Crosstrek,2015,regular unleaded,160.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,34,30,640,29295
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,549,36200
Mazda,B-Series,2001,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,19,15,586,18360
Ford,Taurus,2015,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,29,19,5657,34405
Dodge,Dart,2016,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,35,22,1851,20995
Chevrolet,Equinox,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29,20,1385,29920
Ford,F-150,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,25,18,5657,58885
GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,38370
Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,17,5657,38215
Plymouth,Sundance,1993,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,29,23,535,2000
Kia,Borrego,2009,regular unleaded,337.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,1720,39995
Bentley,Continental GT Speed Convertible,2014,flex-fuel (premium unleaded required/E85),626.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,20,12,520,238700
Cadillac,CT6,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,18,1624,67595
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,19,14,5657,33930
Porsche,Panamera,2016,premium unleaded (required),310.0,6.0,AUTOMATED_MANUAL,rear wheel drive,4.0,Large,Sedan,28,18,1715,78100
Toyota,Celica,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,23,2031,17670
Dodge,Journey,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,24895
Audi,S6,2017,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,27,18,3105,74100
Lincoln,MKS,2016,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24,16,61,46000
Honda,Passport,2002,regular unleaded,205.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,2202,28450
Chevrolet,C/K 2500 Series,1998,regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,18,12,1385,3068
Hyundai,Tiburon,2006,regular unleaded,172.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,24,17,1439,21195
Audi,A4,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,31,24,3105,43200
Ford,Fusion,2017,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,20,5657,38620
Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,14,1385,29780
Subaru,Forester,2016,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32,24,640,28795
Suzuki,Sidekick,1998,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,23,20,481,2125
Toyota,Avalon,2017,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,2031,37650
Toyota,4Runner,2014,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,22,17,2031,37615
Audi,80,1990,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28,19,3105,2000
Chrysler,300M,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,24,16,1013,28540
Infiniti,QX60,2017,premium unleaded (recommended),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,26,19,190,44900
Volkswagen,Golf GTI,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25,873,30045
Ferrari,F430,2008,premium unleaded (required),483.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16,11,2774,199054
BMW,6 Series Gran Coupe,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24,15,3916,94200
Lamborghini,Gallardo,2012,premium unleaded (required),560.0,10.0,MANUAL,all wheel drive,2.0,Compact,Coupe,20,12,1158,202000
Scion,iQ,2015,regular unleaded,94.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,37,36,105,15665
Buick,Roadmaster,1996,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,24,15,155,2212
Chevrolet,Caprice,1994,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,23,15,1385,2000
Toyota,Pickup,1995,regular unleaded,116.0,4.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,20,17,2031,2553
Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,17,1439,29900
Nissan,NV200,2017,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,2009,21330
Ford,E-250,1996,regular unleaded,199.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,13,11,5657,2000
Mercedes-Benz,E-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,24,617,57100
Chrysler,PT Cruiser,2009,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,24,19,1013,20780
Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,26,586,25545
Lincoln,MKS,2014,regular unleaded,304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,19,61,38850
Alfa Romeo,4C,2015,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,34,24,113,68400
Cadillac,CTS,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,47995
Volkswagen,Jetta SportWagen,2013,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,24,873,21695
Mazda,323,1992,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25,586,2000
Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,18,12,259,275861
Ford,Transit Connect,2015,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,29,21,5657,22330
Scion,FR-S,2016,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30,22,105,25305
Kia,Sportage,2015,regular unleaded,260.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24,19,1720,29600
Pontiac,Firebird,2002,premium unleaded (required),310.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,2dr Hatchback,23,16,210,28025
Honda,Element,2011,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24,19,2202,24185
Audi,A3,2017,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,34,25,3105,40300
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36,26,640,21695
Land Rover,Range Rover Evoque,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,21,258,60775
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,33995
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,22,2202,24370
Acura,TL,2012,premium unleaded (required),305.0,6.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,25,17,204,42985
Suzuki,SX4,2011,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,30,23,481,18299
GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,549,33975
Dodge,Stratus,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25,19,1851,21450
Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,61,37080
Chevrolet,Tracker,2002,regular unleaded,155.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,19,17,1385,20835
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,15,5657,62860
Chevrolet,Trax,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,26,1385,20120
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,49580
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,33890
GMC,Yukon,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,21,15,549,68325
Chevrolet,Venture,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,24,17,1385,22465
Dodge,Nitro,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,21,15,1851,23250
Infiniti,G Sedan,2012,premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,190,40250
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,1385,27975
Chevrolet,Suburban,2016,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23,16,1385,54730
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,26670
Audi,A4,2015,premium unleaded (required),220.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,32,22,3105,36400
Nissan,Titan,2015,regular unleaded,317.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,12,2009,36990
Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,29,20,1013,27790
GMC,Envoy,2008,regular unleaded,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,14,549,30115
Honda,Passport,2000,regular unleaded,205.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,4dr SUV,18,15,2202,2452
Porsche,911,2016,premium unleaded (required),430.0,6.0,MANUAL,all wheel drive,2.0,Compact,Coupe,26,18,1715,120900
GMC,Safari,2003,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Large,Passenger Minivan,16,12,549,25690
Ford,Ranger,2009,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,19,15,5657,24255
Toyota,Sienna,2016,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,26745
Dodge,Stratus,2004,regular unleaded,142.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,26,19,1851,20675
Toyota,Prius v,2017,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,39,43,2031,28060
BMW,X3,2017,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,21,3916,41250
Toyota,Celica,2004,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,21,2031,24110
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39,29,1385,23475
Infiniti,G Sedan,2011,premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,18,190,41550
Toyota,Yaris,2015,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,30,2031,15945
Dodge,Ram Cargo,2003,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,15,13,1851,23645
Rolls-Royce,Wraith,2014,premium unleaded (required),624.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,86,284900
Bentley,Continental Flying Spur,2013,flex-fuel (premium unleaded required/E85),552.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,19,11,520,184200
Hyundai,Elantra,2016,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38,28,1439,18250
GMC,Terrain,2016,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32,22,549,33975
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,30,1385,23120
Cadillac,XTS,2017,premium unleaded (required),410.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,23,16,1624,63795
Infiniti,Q50,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,20,190,44650
Subaru,Impreza,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,37,28,640,21095
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,1385,42075
Plymouth,Breeze,1999,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,23,535,2000
Suzuki,XL7,2008,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,16,481,25049
Nissan,Versa Note,2016,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,31,2009,18710
Toyota,Avalon,2017,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,2031,33250
GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,30550
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,41,30,586,23795
Honda,Accord,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,2202,30820
BMW,4 Series,2016,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,34,22,3916,41850
Hyundai,Scoupe,1994,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,29,23,1439,2000
Subaru,XV Crosstrek,2014,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,33,25,640,24495
Chevrolet,Cobalt,2010,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,24535
Audi,Q5,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31,24,3105,48100
Buick,Regal,2017,premium unleaded (recommended),259.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,19,155,36540
Hyundai,Tiburon,2008,regular unleaded,172.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,24,17,1439,22620
Audi,A4,2015,premium unleaded (required),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,24,3105,35500
Subaru,Outback,2017,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,20,640,38195
Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,35,29,586,19960
Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,24,16,204,2181
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,21,14,1624,78295
Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,14,1385,32330
Volvo,850,1997,regular unleaded,240.0,5.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,17,870,2000
Audi,SQ5,2017,premium unleaded (required),354.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,3105,53300
Plymouth,Neon,2001,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,24,535,12715
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,19,14,5657,33325
Chevrolet,C/K 1500 Series,1998,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,17,12,1385,3676
Honda,Accord,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,27,2202,30670
Volvo,XC70,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,19,870,48175
GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,25,18,549,20840
Honda,Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,41,30,2202,20850
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33,26,2202,28445
Mazda,Truck,2002,regular unleaded,147.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,21,17,586,15670
Acura,Integra,2001,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,28,21,204,21850
Toyota,Sienna,2017,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,40830
Dodge,Avenger,2012,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,1851,18995
BMW,5 Series,2016,premium unleaded (required),443.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,25,16,3916,68600
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,38540
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,25095
Lotus,Evora 400,2017,premium unleaded (required),400.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,39,21,613,91900
Dodge,Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15,1851,31995
GMC,Sierra 1500 Hybrid,2011,regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,42245
Volkswagen,Golf,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,43,31,873,23445
Subaru,WRX,2017,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,27,20,640,30995
BMW,ActiveHybrid 7,2014,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,22,3916,84300
Hyundai,Sonata,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,25,1439,21150
Toyota,Sienna,2017,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,38555
BMW,X4,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,19,3916,48000
